x0,x1,x2,x3,u0,u1
0.48,0.36,0.78,-0.06,0.8,-1.3
0.54,0.36,0.78,-0.06,1.8,-1.1
0.6,0.36,0.78,-0.06,2,-1.1
0.36,0.42,0.78,-0.06,-1.8,-1.5
0.42,0.42,0.78,-0.06,-0.1,-1.2
0.48,0.42,0.78,-0.06,1.1,-1
0.54,0.42,0.78,-0.06,1.6,-0.9
0.36,0.48,0.78,-0.06,-1.7,-1.2
0.42,0.48,0.78,-0.06,-0.3,-1
0.48,0.48,0.78,-0.06,1,-0.8
0.54,0.48,0.78,-0.06,1.7,-0.7
0.6,0.48,0.78,-0.06,1.2,-1.7
0.36,0.54,0.78,-0.06,-1.5,-0.9
0.42,0.54,0.78,-0.06,0,-0.7
0.48,0.54,0.78,-0.06,-0.7,-2
0.36,0.6,0.78,-0.06,-1.3,-0.7
0.42,0.6,0.78,-0.06,0.2,-0.5
0.48,0.6,0.78,-0.06,-1,-1.9
0.36,0.66,0.78,-0.06,-0.7,-0.4
0.42,0.66,0.78,-0.06,-1,-1.5
0.48,0.66,0.78,-0.06,0,-1.1
0.3,0.72,0.78,-0.06,-2,-0.4
0.36,0.72,0.78,-0.06,-1,-0.3
0.42,0.72,0.78,-0.06,-1.4,-2
0.48,0.72,0.78,-0.06,-0.9,-1.7
0.54,0.72,0.78,-0.06,0.8,-1.1
0.6,0.72,0.78,-0.06,1.5,-1.3
0.3,0.78,0.78,-0.06,-2,-0.2
0.36,0.78,0.78,-0.06,-1.8,-1.2
0.42,0.78,0.78,-0.06,-1.3,-2
0.48,0.78,0.78,-0.06,0.5,-1
0.54,0.78,0.78,-0.06,1.6,-1.2
0.78,0.36,0.36,0,-2,-1.3
0.78,0.42,0.36,0,-1.8,-1.1
0.78,0.48,0.36,0,-1.7,-0.9
0.78,0.54,0.36,0,-1.6,-0.8
0.78,0.6,0.36,0,-2,-0.7
0.78,0.66,0.36,0,-1.7,-1
0.78,0.72,0.36,0,-2,-0.8
0.78,0.78,0.36,0,-2,-0.9
0.78,0.24,0.42,0,-2,-1.8
0.72,0.3,0.42,0,-2,-1.6
0.78,0.3,0.42,0,-1.8,-1.5
0.72,0.36,0.42,0,-1.9,-1.3
0.78,0.36,0.42,0,-1.6,-1.2
0.72,0.42,0.42,0,-2,-1.1
0.78,0.42,0.42,0,-1.2,-1
0.72,0.48,0.42,0,-2,-0.9
0.78,0.48,0.42,0,-1.1,-0.9
0.72,0.54,0.42,0,-1.2,-0.7
0.78,0.54,0.42,0,-2,-1.5
0.72,0.6,0.42,0,-1.8,-1.2
0.78,0.6,0.42,0,-1.1,-0.7
0.72,0.66,0.42,0,-1.7,-0.8
0.72,0.72,0.42,0,-1.3,-0.7
0.78,0.72,0.42,0,-1.8,-1.1
0.78,0.78,0.42,0,-1.6,-1
0.72,0.24,0.48,0,-1.3,-1.8
0.66,0.3,0.48,0,-2,-1.7
0.72,0.3,0.48,0,-0.8,-1.4
0.66,0.36,0.48,0,-2,-1.4
0.72,0.36,0.48,0,-1.2,-1.2
0.66,0.42,0.48,0,-1.8,-1.1
0.72,0.42,0.48,0,-1.2,-1
0.66,0.48,0.48,0,-1.6,-0.9
0.72,0.48,0.48,0,-0.9,-0.8
0.72,0.54,0.48,0,-1,-0.7
0.72,0.6,0.48,0,-1,-0.7
0.72,0.66,0.48,0,-1.5,-1.2
0.66,0.72,0.48,0,-1.8,-1.2
0.72,0.72,0.48,0,-0.8,-0.6
0.66,0.24,0.54,0,-1.2,-1.8
0.72,0.24,0.54,0,-0.5,-1.6
0.6,0.3,0.54,0,-1.9,-1.7
0.66,0.3,0.54,0,-1.2,-1.5
0.72,0.3,0.54,0,-0.2,-1.3
0.6,0.36,0.54,0,-1.9,-1.4
0.66,0.36,0.54,0,-0.7,-1.2
0.72,0.36,0.54,0,-0.4,-1.1
0.6,0.42,0.54,0,-1.6,-1.1
0.66,0.42,0.54,0,-1.1,-1
0.72,0.42,0.54,0,-0.1,-0.9
0.6,0.48,0.54,0,-1.6,-0.9
0.66,0.48,0.54,0,-0.8,-0.8
0.72,0.48,0.54,0,0,-0.8
0.72,0.54,0.54,0,0.1,-0.7
0.72,0.6,0.54,0,-0.4,-1.1
0.6,0.72,0.54,0,-1.7,-1
0.66,0.72,0.54,0,-0.5,-0.9
0.72,0.72,0.54,0,-1.8,-1.6
0.6,0.78,0.54,0,-1.4,-0.6
0.66,0.78,0.54,0,-1.2,-0.5
0.6,0.24,0.6,0,-1.2,-1.9
0.66,0.24,0.6,0,0.1,-1.6
0.54,0.3,0.6,0,-2,-1.8
0.6,0.3,0.6,0,-0.8,-1.5
0.66,0.3,0.6,0,0.1,-1.3
0.54,0.36,0.6,0,-1.6,-1.4
0.6,0.36,0.6,0,-0.5,-1.2
0.66,0.36,0.6,0,0.7,-1
0.54,0.42,0.6,0,-2,-1.2
0.6,0.42,0.6,0,-0.8,-1
0.66,0.42,0.6,0,0.8,-0.8
0.54,0.48,0.6,0,-1.6,-0.9
0.6,0.48,0.6,0,-0.8,-0.8
0.66,0.48,0.6,0,-0.5,-1.4
0.48,0.72,0.6,0,-2,-0.4
0.54,0.72,0.6,0,-2,-1.1
0.6,0.72,0.6,0,0.1,-0.5
0.66,0.72,0.6,0,-0.7,-2
0.54,0.78,0.6,0,-1.3,-0.5
0.6,0.78,0.6,0,-2,-2
0.66,0.78,0.6,0,-1.5,-1.4
0.54,0.24,0.66,0,-1.3,-2
0.6,0.24,0.66,0,0.1,-1.7
0.66,0.24,0.66,0,0.6,-1.5
0.48,0.3,0.66,0,-2,-1.9
0.54,0.3,0.66,0,-0.9,-1.6
0.6,0.3,0.66,0,0.5,-1.3
0.66,0.3,0.66,0,0.7,-1.2
0.48,0.36,0.66,0,-2,-1.5
0.54,0.36,0.66,0,-0.3,-1.2
0.6,0.36,0.66,0,0.9,-1
0.66,0.36,0.66,0,1,-1
0.48,0.42,0.66,0,-1.8,-1.2
0.54,0.42,0.66,0,-0.4,-1
0.6,0.42,0.66,0,0.8,-0.8
0.66,0.42,0.66,0,1,-0.8
0.48,0.48,0.66,0,-1.5,-0.9
0.54,0.48,0.66,0,0.1,-0.7
0.6,0.48,0.66,0,-0.2,-1.9
0.66,0.48,0.66,0,1.2,-0.7
0.48,0.54,0.66,0,-1.4,-0.7
0.48,0.6,0.66,0,-1.2,-0.5
0.42,0.66,0.66,0,-2,-0.4
0.48,0.66,0.66,0,-1.2,-0.4
0.42,0.72,0.66,0,-2,-0.3
0.48,0.72,0.66,0,-0.8,-0.3
0.54,0.72,0.66,0,-0.1,-0.4
0.6,0.72,0.66,0,-0.6,-1.5
0.66,0.72,0.66,0,0,-1.6
0.42,0.78,0.66,0,-2,-0.3
0.48,0.78,0.66,0,-1.9,-1.3
0.54,0.78,0.66,0,-1.2,-1.6
0.6,0.78,0.66,0,-0.3,-1.5
0.48,0.24,0.72,0,-1.2,-2
0.54,0.24,0.72,0,0.1,-1.7
0.6,0.24,0.72,0,1.3,-1.5
0.42,0.3,0.72,0,-2,-1.9
0.48,0.3,0.72,0,-1,-1.7
0.54,0.3,0.72,0,0.7,-1.3
0.6,0.3,0.72,0,1.7,-1.1
0.42,0.36,0.72,0,-2,-1.6
0.48,0.36,0.72,0,-0.8,-1.3
0.54,0.36,0.72,0,1,-1
0.6,0.36,0.72,0,1.8,-0.9
0.42,0.42,0.72,0,-1.7,-1.2
0.48,0.42,0.72,0,-0.4,-1
0.54,0.42,0.72,0,0.9,-0.8
0.6,0.42,0.72,0,2,-0.7
0.42,0.48,0.72,0,-1.5,-0.9
0.48,0.48,0.72,0,0.1,-0.7
0.54,0.48,0.72,0,1.1,-0.6
0.6,0.48,0.72,0,-0.3,-2
0.42,0.54,0.72,0,-1.4,-0.7
0.48,0.54,0.72,0,-0.1,-0.6
0.42,0.6,0.72,0,-1.2,-0.5
0.48,0.6,0.72,0,0.1,-0.4
0.36,0.66,0.72,0,-2,-0.4
0.42,0.66,0.72,0,-0.8,-0.3
0.48,0.66,0.72,0,-0.8,-1.1
0.36,0.72,0.72,0,-2,-0.3
0.42,0.72,0.72,0,-1.7,-0.3
0.48,0.72,0.72,0,0.1,-0.3
0.54,0.72,0.72,0,-0.1,-1.1
0.6,0.72,0.72,0,0.5,-1.3
0.36,0.78,0.72,0,-2,-0.2
0.42,0.78,0.72,0,-1.1,-0.3
0.48,0.78,0.72,0,-0.8,-0.4
0.54,0.78,0.72,0,0.7,-1
0.42,0.24,0.78,0,-0.9,-2
0.48,0.24,0.78,0,0.1,-1.8
0.54,0.24,0.78,0,1.5,-1.5
0.6,0.24,0.78,0,1.9,-1.3
0.42,0.3,0.78,0,-0.9,-1.7
0.48,0.3,0.78,0,0.5,-1.4
0.54,0.3,0.78,0,1.9,-1.1
0.6,0.3,0.78,0,2,-1.1
0.36,0.36,0.78,0,-2,-1.6
0.42,0.36,0.78,0,-0.6,-1.3
0.48,0.36,0.78,0,1.2,-1
0.54,0.36,0.78,0,1.9,-0.9
0.6,0.36,0.78,0,2,-1
0.36,0.42,0.78,0,-1.6,-1.2
0.42,0.42,0.78,0,-0.3,-1
0.48,0.42,0.78,0,1,-0.8
0.54,0.42,0.78,0,1.7,-0.7
0.36,0.48,0.78,0,-1.4,-0.9
0.42,0.48,0.78,0,0,-0.7
0.48,0.48,0.78,0,1.1,-0.6
0.54,0.48,0.78,0,0.7,-1.9
0.36,0.54,0.78,0,-1.3,-0.7
0.42,0.54,0.78,0,0.1,-0.5
0.48,0.54,0.78,0,-0.9,-1.8
0.36,0.6,0.78,0,-0.9,-0.4
0.42,0.6,0.78,0,0.6,-0.3
0.48,0.6,0.78,0,-0.5,-1.3
0.3,0.66,0.78,0,-1.9,-0.3
0.36,0.66,0.78,0,-1.3,-0.3
0.42,0.66,0.78,0,0.6,-0.2
0.48,0.66,0.78,0,0.9,-0.3
0.3,0.72,0.78,0,-2,-0.2
0.36,0.72,0.78,0,-2,-1.5
0.42,0.72,0.78,0,0.2,-0.2
0.48,0.72,0.78,0,-0.4,-1.7
0.54,0.72,0.78,0,1.2,-0.7
0.3,0.78,0.78,0,-2,-0.1
0.36,0.78,0.78,0,-0.7,-0.1
0.42,0.78,0.78,0,-0.3,-0.9
0.48,0.78,0.78,0,1.4,-0.5
0.78,0.3,0.36,0.06,-1.9,-1.3
0.78,0.36,0.36,0.06,-2,-1.1
0.78,0.42,0.36,0.06,-2,-0.9
0.78,0.48,0.36,0.06,-2,-0.8
0.78,0.54,0.36,0.06,-2,-0.7
0.78,0.66,0.36,0.06,-1.6,-0.8
0.78,0.78,0.36,0.06,-1.9,-1
0.72,0.24,0.42,0.06,-2,-1.7
0.78,0.24,0.42,0.06,-1.6,-1.5
0.72,0.3,0.42,0.06,-2,-1.4
0.78,0.3,0.42,0.06,-1.5,-1.3
0.72,0.36,0.42,0.06,-1.8,-1.1
0.78,0.36,0.42,0.06,-1.2,-1
0.72,0.42,0.42,0.06,-1.6,-0.9
0.78,0.42,0.42,0.06,-1.4,-0.9
0.72,0.48,0.42,0.06,-1.3,-0.7
0.78,0.48,0.42,0.06,-1,-0.7
0.72,0.54,0.42,0.06,-1.3,-0.6
0.78,0.54,0.42,0.06,-1,-0.7
0.72,0.6,0.42,0.06,-1.5,-0.6
0.78,0.6,0.42,0.06,-1.8,-1.2
0.72,0.66,0.42,0.06,-1.5,-0.6
0.78,0.78,0.42,0.06,-1.6,-1.1
0.72,0.24,0.48,0.06,-1,-1.5
0.66,0.3,0.48,0.06,-1.9,-1.4
0.72,0.3,0.48,0.06,-0.8,-1.2
0.66,0.36,0.48,0.06,-1.5,-1.1
0.72,0.36,0.48,0.06,-1.1,-1
0.66,0.42,0.48,0.06,-1.6,-0.9
0.72,0.42,0.48,0.06,-0.8,-0.8
0.66,0.48,0.48,0.06,-1.4,-0.7
0.72,0.48,0.48,0.06,-1,-0.7
0.72,0.54,0.48,0.06,-1.7,-1.5
0.72,0.6,0.48,0.06,-0.4,-0.6
0.72,0.66,0.48,0.06,-1.2,-1
0.66,0.72,0.48,0.06,-1.4,-0.6
0.6,0.24,0.54,0.06,-2,-1.8
0.66,0.24,0.54,0.06,-1.1,-1.6
0.72,0.24,0.54,0.06,-0.5,-1.4
0.6,0.3,0.54,0.06,-2,-1.5
0.66,0.3,0.54,0.06,-0.6,-1.2
0.72,0.3,0.54,0.06,-0.2,-1.1
0.6,0.36,0.54,0.06,-2,-1.2
0.66,0.36,0.54,0.06,-0.6,-1
0.72,0.36,0.54,0.06,-0.1,-0.9
0.6,0.42,0.54,0.06,-1.6,-0.9
0.66,0.42,0.54,0.06,-0.8,-0.8
0.72,0.42,0.54,0.06,0,-0.8
0.6,0.48,0.54,0.06,-1.4,-0.7
0.66,0.48,0.54,0.06,-1.8,-1.9
0.72,0.48,0.54,0.06,-0.1,-0.7
0.72,0.54,0.54,0.06,-0.8,-1.3
0.72,0.6,0.54,0.06,-1.5,-1.9
0.72,0.66,0.54,0.06,-1,-1.8
0.6,0.72,0.54,0.06,-2,-0.8
0.66,0.72,0.54,0.06,-2,-1.5
0.72,0.72,0.54,0.06,-1.4,-1.4
0.66,0.78,0.54,0.06,-2,-1.4
0.72,0.78,0.54,0.06,-1.7,-1.8
0.6,0.24,0.6,0.06,-1,-1.6
0.66,0.24,0.6,0.06,0.4,-1.3
0.54,0.3,0.6,0.06,-2,-1.5
0.6,0.3,0.6,0.06,-1.1,-1.3
0.66,0.3,0.6,0.06,0,-1.1
0.54,0.36,0.6,0.06,-1.8,-1.2
0.6,0.36,0.6,0.06,-0.5,-1
0.66,0.36,0.6,0.06,0.8,-0.8
0.54,0.42,0.6,0.06,-1.5,-0.9
0.6,0.42,0.6,0.06,-0.4,-0.8
0.66,0.42,0.6,0.06,-0.9,-1.9
0.54,0.48,0.6,0.06,-1.4,-0.7
0.6,0.48,0.6,0.06,-0.2,-0.6
0.66,0.48,0.6,0.06,0.2,-0.6
0.48,0.66,0.6,0.06,-2,-0.3
0.48,0.72,0.6,0.06,-2,-0.3
0.54,0.72,0.6,0.06,-1.9,-0.4
0.6,0.72,0.6,0.06,-1.6,-1.7
0.66,0.72,0.6,0.06,-0.8,-1.7
0.48,0.78,0.6,0.06,-2,-0.3
0.54,0.78,0.6,0.06,-1.8,-0.6
0.6,0.78,0.6,0.06,-1.3,-1.5
0.54,0.24,0.66,0.06,-1,-1.7
0.6,0.24,0.66,0.06,0.7,-1.3
0.66,0.24,0.66,0.06,0.9,-1.2
0.48,0.3,0.66,0.06,-2,-1.6
0.54,0.3,0.66,0.06,-0.8,-1.3
0.6,0.3,0.66,0.06,0.2,-1.1
0.66,0.3,0.66,0.06,0.8,-1
0.48,0.36,0.66,0.06,-1.7,-1.2
0.54,0.36,0.66,0.06,-0.5,-1
0.6,0.36,0.66,0.06,0.8,-0.8
0.66,0.36,0.66,0.06,1,-0.8
0.48,0.42,0.66,0.06,-1.4,-0.9
0.54,0.42,0.66,0.06,-0.3,-0.8
0.6,0.42,0.66,0.06,1.1,-0.6
0.66,0.42,0.66,0.06,1.3,-0.6
0.48,0.48,0.66,0.06,-1.4,-0.7
0.54,0.48,0.66,0.06,-0.1,-0.6
0.6,0.48,0.66,0.06,-0.9,-1.6
0.66,0.48,0.66,0.06,1.5,-0.5
0.48,0.54,0.66,0.06,-1.2,-0.5
0.42,0.6,0.66,0.06,-2,-0.4
0.48,0.6,0.66,0.06,-2,-1.5
0.42,0.66,0.66,0.06,-2,-0.3
0.48,0.66,0.66,0.06,-1.6,-0.3
0.42,0.72,0.66,0.06,-2,-0.2
0.48,0.72,0.66,0.06,-1.9,-0.3
0.54,0.72,0.66,0.06,-0.1,-0.4
0.6,0.72,0.66,0.06,-0.4,-1.3
0.42,0.78,0.66,0.06,-2,-0.2
0.48,0.78,0.66,0.06,-1.2,-0.7
0.54,0.78,0.66,0.06,-1.3,-1.2
0.6,0.78,0.66,0.06,0.2,-0.8
0.6,0.18,0.72,0.06,1.6,-1.4
0.48,0.24,0.72,0.06,-1,-1.7
0.54,0.24,0.72,0.06,0.4,-1.4
0.6,0.24,0.72,0.06,1.8,-1.1
0.42,0.3,0.72,0.06,-2,-1.6
0.48,0.3,0.72,0.06,-0.6,-1.3
0.54,0.3,0.72,0.06,0.6,-1.1
0.6,0.3,0.72,0.06,1.8,-0.9
0.42,0.36,0.72,0.06,-1.5,-1.2
0.48,0.36,0.72,0.06,-0.4,-1
0.54,0.36,0.72,0.06,0.9,-0.8
0.6,0.36,0.72,0.06,2,-0.7
0.42,0.42,0.72,0.06,-1.3,-0.9
0.48,0.42,0.72,0.06,0.1,-0.7
0.54,0.42,0.72,0.06,1,-0.6
0.6,0.42,0.72,0.06,-0.1,-1.9
0.42,0.48,0.72,0.06,-1.4,-0.7
0.48,0.48,0.72,0.06,-0.1,-0.6
0.54,0.48,0.72,0.06,1.1,-0.5
0.6,0.48,0.72,0.06,-0.1,-1.8
0.42,0.54,0.72,0.06,-1.2,-0.5
0.48,0.54,0.72,0.06,-0.3,-0.4
0.36,0.6,0.72,0.06,-2,-0.4
0.42,0.6,0.72,0.06,-1.1,-0.3
0.48,0.6,0.72,0.06,-0.6,-1.3
0.36,0.66,0.72,0.06,-2,-0.2
0.42,0.66,0.72,0.06,-1,-0.2
0.48,0.66,0.72,0.06,-1.4,-1.7
0.36,0.72,0.72,0.06,-2,-0.1
0.42,0.72,0.72,0.06,-1.7,-0.2
0.48,0.72,0.72,0.06,-0.7,-0.3
0.54,0.72,0.72,0.06,0.9,-0.5
0.36,0.78,0.72,0.06,-2,-0.1
0.42,0.78,0.72,0.06,-2,-0.9
0.48,0.78,0.72,0.06,0.1,-0.4
0.54,0.18,0.78,0.06,1.9,-1.4
0.42,0.24,0.78,0.06,-0.9,-1.7
0.48,0.24,0.78,0.06,0.4,-1.5
0.54,0.24,0.78,0.06,2,-1.1
0.6,0.24,0.78,0.06,1.9,-1.1
0.36,0.3,0.78,0.06,-2,-1.7
0.42,0.3,0.78,0.06,-0.4,-1.3
0.48,0.3,0.78,0.06,0.7,-1.1
0.54,0.3,0.78,0.06,1.9,-0.9
0.6,0.3,0.78,0.06,2,-1
0.36,0.36,0.78,0.06,-1.4,-1.2
0.42,0.36,0.78,0.06,-0.3,-1
0.48,0.36,0.78,0.06,1,-0.8
0.54,0.36,0.78,0.06,1.6,-0.7
0.36,0.42,0.78,0.06,-1.3,-0.9
0.42,0.42,0.78,0.06,0,-0.7
0.48,0.42,0.78,0.06,1.1,-0.6
0.54,0.42,0.78,0.06,1.5,-0.6
0.36,0.48,0.78,0.06,-1.3,-0.7
0.42,0.48,0.78,0.06,0,-0.5
0.48,0.48,0.78,0.06,1.1,-0.4
0.54,0.48,0.78,0.06,0.4,-1.6
0.6,0.48,0.78,0.06,1.4,-1.5
0.36,0.54,0.78,0.06,-1,-0.4
0.42,0.54,0.78,0.06,0.3,-0.3
0.48,0.54,0.78,0.06,-0.4,-2
0.3,0.6,0.78,0.06,-2,-0.3
0.36,0.6,0.78,0.06,-0.7,-0.2
0.42,0.6,0.78,0.06,-1.7,-1.9
0.48,0.6,0.78,0.06,0.2,-1.1
0.3,0.66,0.78,0.06,-2,-0.2
0.36,0.66,0.78,0.06,-0.8,-0.1
0.42,0.66,0.78,0.06,-1,-1.3
0.48,0.66,0.78,0.06,-0.6,-1.5
0.3,0.72,0.78,0.06,-1.8,0
0.36,0.72,0.78,0.06,-0.4,0
0.42,0.72,0.78,0.06,0.5,-0.1
0.48,0.72,0.78,0.06,0.9,-0.3
0.54,0.72,0.78,0.06,1.3,-0.6
0.3,0.78,0.78,0.06,-2,0
0.36,0.78,0.78,0.06,-1.6,-0.1
0.42,0.78,0.78,0.06,-0.6,-0.3
0.48,0.78,0.78,0.06,-0.5,-1.6
0.78,0.24,0.36,0.12,-2,-1.4
0.78,0.3,0.36,0.12,-1.8,-1.1
0.78,0.36,0.36,0.12,-1.7,-0.9
0.78,0.42,0.36,0.12,-1.6,-0.8
0.78,0.48,0.36,0.12,-2,-0.7
0.78,0.54,0.36,0.12,-1.5,-0.6
0.78,0.6,0.36,0.12,-1.4,-0.6
0.78,0.66,0.36,0.12,-1.8,-0.6
0.78,0.78,0.36,0.12,-1.9,-0.9
0.78,0.18,0.42,0.12,-1.7,-1.6
0.72,0.24,0.42,0.12,-1.9,-1.4
0.78,0.24,0.42,0.12,-1.5,-1.3
0.72,0.3,0.42,0.12,-1.9,-1.2
0.78,0.3,0.42,0.12,-1.1,-1
0.72,0.36,0.42,0.12,-1.7,-0.9
0.78,0.36,0.42,0.12,-1.2,-0.9
0.72,0.42,0.42,0.12,-1.3,-0.7
0.78,0.42,0.42,0.12,-1,-0.7
0.72,0.48,0.42,0.12,-1.4,-0.6
0.78,0.48,0.42,0.12,-1.2,-0.7
0.72,0.54,0.42,0.12,-1.1,-0.5
0.78,0.54,0.42,0.12,-1,-0.6
0.72,0.6,0.42,0.12,-1.6,-0.8
0.78,0.6,0.42,0.12,-1.3,-0.8
0.72,0.66,0.42,0.12,-1.6,-0.8
0.78,0.78,0.42,0.12,-1.5,-1
0.72,0.18,0.48,0.12,-1.1,-1.6
0.66,0.24,0.48,0.12,-2,-1.5
0.72,0.24,0.48,0.12,-1.4,-1.3
0.66,0.3,0.48,0.12,-2,-1.2
0.72,0.3,0.48,0.12,-0.9,-1
0.66,0.36,0.48,0.12,-1.5,-0.9
0.72,0.36,0.48,0.12,-0.5,-0.8
0.66,0.42,0.48,0.12,-1.4,-0.7
0.72,0.42,0.48,0.12,-1.9,-1.6
0.66,0.48,0.48,0.12,-1.9,-0.6
0.72,0.48,0.48,0.12,-1.1,-0.6
0.72,0.54,0.48,0.12,-1.2,-0.9
0.72,0.6,0.48,0.12,-0.7,-0.8
0.72,0.66,0.48,0.12,-1.8,-1.7
0.78,0.66,0.48,0.12,-1.9,-1.4
0.66,0.18,0.54,0.12,-1.1,-1.6
0.72,0.18,0.54,0.12,-0.4,-1.4
0.6,0.24,0.54,0.12,-2,-1.5
0.66,0.24,0.54,0.12,-1.1,-1.3
0.72,0.24,0.54,0.12,-0.1,-1.1
0.6,0.3,0.54,0.12,-1.8,-1.2
0.66,0.3,0.54,0.12,-0.6,-1
0.72,0.3,0.54,0.12,-0.1,-0.9
0.6,0.36,0.54,0.12,-1.4,-0.9
0.66,0.36,0.54,0.12,-0.4,-0.8
0.72,0.36,0.54,0.12,0.2,-0.7
0.6,0.42,0.54,0.12,-1.5,-0.7
0.66,0.42,0.54,0.12,-0.3,-0.6
0.72,0.42,0.54,0.12,0.1,-0.6
0.6,0.48,0.54,0.12,-1,-0.5
0.66,0.48,0.54,0.12,-1.5,-1.7
0.72,0.48,0.54,0.12,0.1,-0.6
0.72,0.54,0.54,0.12,0.1,-0.6
0.72,0.66,0.54,0.12,-1.1,-1.5
0.6,0.72,0.54,0.12,-1.8,-0.5
0.66,0.72,0.54,0.12,-1.3,-1.1
0.6,0.78,0.54,0.12,-1.7,-1.1
0.6,0.18,0.6,0.12,-1.1,-1.7
0.66,0.18,0.6,0.12,0.2,-1.4
0.54,0.24,0.6,0.12,-2,-1.6
0.6,0.24,0.6,0.12,-0.8,-1.3
0.66,0.24,0.6,0.12,0.2,-1.1
0.54,0.3,0.6,0.12,-1.7,-1.2
0.6,0.3,0.6,0.12,-0.5,-1
0.66,0.3,0.6,0.12,0.8,-0.8
0.54,0.36,0.6,0.12,-1.4,-0.9
0.6,0.36,0.6,0.12,-0.4,-0.8
0.66,0.36,0.6,0.12,1,-0.6
0.54,0.42,0.6,0.12,-1.4,-0.7
0.6,0.42,0.6,0.12,-2,-2
0.66,0.42,0.6,0.12,0.9,-0.5
0.54,0.48,0.6,0.12,-1.3,-0.5
0.6,0.48,0.6,0.12,0.2,-0.4
0.66,0.48,0.6,0.12,-0.6,-1.2
0.48,0.6,0.6,0.12,-2,-0.3
0.48,0.66,0.6,0.12,-2,-0.2
0.48,0.72,0.6,0.12,-2,-0.2
0.54,0.72,0.6,0.12,-1.6,-1
0.6,0.72,0.6,0.12,-1.2,-1.3
0.66,0.72,0.6,0.12,-0.2,-1
0.54,0.78,0.6,0.12,-1.9,-1
0.6,0.78,0.6,0.12,-0.7,-0.9
0.54,0.18,0.66,0.12,-1.1,-1.7
0.6,0.18,0.66,0.12,0.3,-1.4
0.66,0.18,0.66,0.12,1,-1.2
0.48,0.24,0.66,0.12,-2,-1.6
0.54,0.24,0.66,0.12,-0.6,-1.3
0.6,0.24,0.66,0.12,0.5,-1.1
0.66,0.24,0.66,0.12,0.8,-1
0.48,0.3,0.66,0.12,-1.5,-1.2
0.54,0.3,0.66,0.12,-0.4,-1
0.6,0.3,0.66,0.12,0.8,-0.8
0.66,0.3,0.66,0.12,0.9,-0.8
0.48,0.36,0.66,0.12,-1.3,-0.9
0.54,0.36,0.66,0.12,-0.3,-0.8
0.6,0.36,0.66,0.12,0.9,-0.6
0.66,0.36,0.66,0.12,1.3,-0.6
0.78,0.36,0.66,0.12,2,-1.2
0.48,0.42,0.66,0.12,-1.4,-0.7
0.54,0.42,0.66,0.12,-0.2,-0.6
0.6,0.42,0.66,0.12,1,-0.5
0.66,0.42,0.66,0.12,1.3,-0.5
0.48,0.48,0.66,0.12,-1.2,-0.5
0.54,0.48,0.66,0.12,-1.7,-1.8
0.6,0.48,0.66,0.12,-1.1,-1.7
0.66,0.48,0.66,0.12,1.5,-0.4
0.48,0.54,0.66,0.12,-2,-0.4
0.42,0.6,0.66,0.12,-1.9,-0.2
0.48,0.6,0.66,0.12,-1,-0.2
0.42,0.66,0.66,0.12,-1.8,-0.1
0.48,0.66,0.66,0.12,-1.5,-0.2
0.42,0.72,0.66,0.12,-2,-0.1
0.48,0.72,0.66,0.12,-1.5,-0.7
0.54,0.72,0.66,0.12,-0.3,-0.5
0.42,0.78,0.66,0.12,-1.9,-0.1
0.48,0.78,0.66,0.12,-1.3,-0.4
0.66,0.78,0.66,0.12,0.4,-1.1
0.48,0.18,0.72,0.12,-0.9,-1.7
0.54,0.18,0.72,0.12,0.4,-1.4
0.6,0.18,0.72,0.12,1.3,-1.2
0.42,0.24,0.72,0.12,-2,-1.7
0.48,0.24,0.72,0.12,-0.4,-1.3
0.54,0.24,0.72,0.12,0.6,-1.1
0.6,0.24,0.72,0.12,1.8,-0.9
0.42,0.3,0.72,0.12,-1.4,-1.2
0.48,0.3,0.72,0.12,-0.3,-1
0.54,0.3,0.72,0.12,0.9,-0.8
0.6,0.3,0.72,0.12,1.5,-0.7
0.42,0.36,0.72,0.12,-1.2,-0.9
0.48,0.36,0.72,0.12,-0.3,-0.8
0.54,0.36,0.72,0.12,1,-0.6
0.6,0.36,0.72,0.12,1.4,-0.6
0.42,0.42,0.72,0.12,-1.4,-0.7
0.48,0.42,0.72,0.12,0,-0.5
0.54,0.42,0.72,0.12,1.2,-0.4
0.6,0.42,0.72,0.12,1.6,-0.4
0.42,0.48,0.72,0.12,-1.2,-0.5
0.48,0.48,0.72,0.12,0.3,-0.3
0.54,0.48,0.72,0.12,-0.9,-2
0.6,0.48,0.72,0.12,0.9,-1.2
0.42,0.54,0.72,0.12,-0.6,-0.2
0.48,0.54,0.72,0.12,-1.2,-1.5
0.36,0.6,0.72,0.12,-2,-0.2
0.42,0.6,0.72,0.12,-0.7,-0.1
0.48,0.6,0.72,0.12,-0.8,-1.3
0.36,0.66,0.72,0.12,-2,-0.1
0.42,0.66,0.72,0.12,-1.3,-0.1
0.48,0.66,0.72,0.12,-1.6,-1.4
0.36,0.72,0.72,0.12,-2,0
0.42,0.72,0.72,0.12,-1.4,-0.1
0.48,0.72,0.72,0.12,-1.1,-0.6
0.54,0.72,0.72,0.12,-0.7,-2
0.36,0.78,0.72,0.12,-2,0
0.42,0.78,0.72,0.12,-1.7,-0.2
